timestamp,input_file,output_file,detector,detection_type,original_snippet,action,notes
2025-10-02T19:03:06.877600,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,smithvirginia@gmail.com,mask,sheet:Sheet1;cell:G2
2025-10-02T19:03:06.882598,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,HT-90386-AL,mask,sheet:Sheet1;cell:I2
2025-10-02T19:03:06.886595,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Margaret Salazar,mask,sheet:Sheet1;cell:A3
2025-10-02T19:03:06.892600,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Steven Gilbert,mask,sheet:Sheet1;cell:D3
2025-10-02T19:03:06.895599,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,SG,mask,sheet:Sheet1;cell:E3
2025-10-02T19:03:06.897595,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jessica Sanders,mask,sheet:Sheet1;cell:F3
2025-10-02T19:03:06.899590,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,nathanielhill@yahoo.com,mask,sheet:Sheet1;cell:G3
2025-10-02T19:03:06.903599,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-91521-AL,mask,sheet:Sheet1;cell:I3
2025-10-02T19:03:06.907594,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Tammy Hardy,mask,sheet:Sheet1;cell:A4
2025-10-02T19:03:06.915621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Alicia Coleman,mask,sheet:Sheet1;cell:D4
2025-10-02T19:03:06.917622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,AC,mask,sheet:Sheet1;cell:E4
2025-10-02T19:03:06.919621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Micheal Shaw Jr.,mask,sheet:Sheet1;cell:F4
2025-10-02T19:03:06.921622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,jonathanalvarez@hotmail.com,mask,sheet:Sheet1;cell:G4
2025-10-02T19:03:06.930621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Nicole Wade,mask,sheet:Sheet1;cell:A5
2025-10-02T19:03:06.936622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Dorothy Morgan,mask,sheet:Sheet1;cell:D5
2025-10-02T19:03:06.938622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,DM,mask,sheet:Sheet1;cell:E5
2025-10-02T19:03:06.943620,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,hector31@black.com,mask,sheet:Sheet1;cell:G5
2025-10-02T19:03:06.951621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Dawn Wong,mask,sheet:Sheet1;cell:A6
2025-10-02T19:03:06.958725,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jasmine Bates,mask,sheet:Sheet1;cell:D6
2025-10-02T19:03:06.962717,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jennifer Nelson,mask,sheet:Sheet1;cell:F6
2025-10-02T19:03:06.965713,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,gonzalesdavid@hall.biz,mask,sheet:Sheet1;cell:G6
2025-10-02T19:03:06.974731,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Hannah Rodriguez,mask,sheet:Sheet1;cell:A7
2025-10-02T19:03:06.976724,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP55065,mask,sheet:Sheet1;cell:B7
2025-10-02T19:03:06.980720,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Ryan Vazquez,mask,sheet:Sheet1;cell:D7
2025-10-02T19:03:06.982714,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,RV,mask,sheet:Sheet1;cell:E7
2025-10-02T19:03:06.984720,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Michael Contreras,mask,sheet:Sheet1;cell:F7
2025-10-02T19:03:06.985718,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,zgilbert@smith-mccoy.biz,mask,sheet:Sheet1;cell:G7
2025-10-02T19:03:06.994621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Laurie Clayton,mask,sheet:Sheet1;cell:A8
2025-10-02T19:03:06.996621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP36328,mask,sheet:Sheet1;cell:B8
2025-10-02T19:03:07.001623,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,Amanda Kelly,mask,sheet:Sheet1;cell:D8
2025-10-02T19:03:07.003724,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,AK,mask,sheet:Sheet1;cell:E8
2025-10-02T19:03:07.006732,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Courtney Lee,mask,sheet:Sheet1;cell:F8
2025-10-02T19:03:07.008725,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,gharris@yates.com,mask,sheet:Sheet1;cell:G8
2025-10-02T19:03:07.016725,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Mark Melendez,mask,sheet:Sheet1;cell:A9
2025-10-02T19:03:07.018622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,EMP71600,mask,sheet:Sheet1;cell:B9
2025-10-02T19:03:07.023622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Timothy Moreno,mask,sheet:Sheet1;cell:D9
2025-10-02T19:03:07.025622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,TM,mask,sheet:Sheet1;cell:E9
2025-10-02T19:03:07.027621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Brandi Gonzalez,mask,sheet:Sheet1;cell:F9
2025-10-02T19:03:07.029620,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,markbaker@jones.com,mask,sheet:Sheet1;cell:G9
2025-10-02T19:03:07.038621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Connie Rogers,mask,sheet:Sheet1;cell:A10
2025-10-02T19:03:07.044621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Rebecca Coleman,mask,sheet:Sheet1;cell:D10
2025-10-02T19:03:07.049730,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Guy Yu,mask,sheet:Sheet1;cell:F10
2025-10-02T19:03:07.051718,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,linda01@hotmail.com,mask,sheet:Sheet1;cell:G10
2025-10-02T19:03:07.055721,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,GPE,HT-93290-AL,mask,sheet:Sheet1;cell:I10
2025-10-02T19:03:07.059724,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Robert Russo,mask,sheet:Sheet1;cell:A11
2025-10-02T19:03:07.066621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Daisy Barrera,mask,sheet:Sheet1;cell:D11
2025-10-02T19:03:07.070622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Amy Campbell,mask,sheet:Sheet1;cell:F11
2025-10-02T19:03:07.072621,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,mwilson@clarke.org,mask,sheet:Sheet1;cell:G11
2025-10-02T19:03:07.080620,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Taylor Miller,mask,sheet:Sheet1;cell:A12
2025-10-02T19:03:07.087622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Tina Thomas,mask,sheet:Sheet1;cell:D12
2025-10-02T19:03:07.089622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,MTT,mask,sheet:Sheet1;cell:E12
2025-10-02T19:03:07.091622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Christopher Jones,mask,sheet:Sheet1;cell:F12
2025-10-02T19:03:07.093622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,amber36@hotmail.com,mask,sheet:Sheet1;cell:G12
2025-10-02T19:03:07.101622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,David Schwartz,mask,sheet:Sheet1;cell:A13
2025-10-02T19:03:07.107622,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Alfred Donaldson,mask,sheet:Sheet1;cell:D13
2025-10-02T19:03:07.112618,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,Brianna Evans,mask,sheet:Sheet1;cell:F13
2025-10-02T19:03:07.114637,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,rachel68@bell.com,mask,sheet:Sheet1;cell:G13
2025-10-02T19:03:07.122635,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,George Lucero,mask,sheet:Sheet1;cell:A14
2025-10-02T19:03:07.124636,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP33145,mask,sheet:Sheet1;cell:B14
2025-10-02T19:03:07.129881,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Allison Washington,mask,sheet:Sheet1;cell:D14
2025-10-02T19:03:07.133864,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Holly Coleman,mask,sheet:Sheet1;cell:F14
2025-10-02T19:03:07.134863,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,tonya73@steele.com,mask,sheet:Sheet1;cell:G14
2025-10-02T19:03:07.144026,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Roy Blake,mask,sheet:Sheet1;cell:A15
2025-10-02T19:03:07.146039,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,EMP94400,mask,sheet:Sheet1;cell:B15
2025-10-02T19:03:07.150039,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Brooke Larson,mask,sheet:Sheet1;cell:D15
2025-10-02T19:03:07.152039,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,BL,mask,sheet:Sheet1;cell:E15
2025-10-02T19:03:07.154042,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,James Russell,mask,sheet:Sheet1;cell:F15
2025-10-02T19:03:07.156039,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,robertwade@walton-poole.com,mask,sheet:Sheet1;cell:G15
2025-10-02T19:03:07.156039,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,robertwade@walton-poole.com,mask,sheet:Sheet1;cell:G15
2025-10-02T19:03:07.164024,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-99247-AL,mask,sheet:Sheet1;cell:I15
2025-10-02T19:03:07.172024,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Trevor Gonzalez,mask,sheet:Sheet1;cell:A16
2025-10-02T19:03:07.175074,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP89626,mask,sheet:Sheet1;cell:B16
2025-10-02T19:03:07.181070,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Allison Harris,mask,sheet:Sheet1;cell:D16
2025-10-02T19:03:07.185070,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Taylor Vasquez,mask,sheet:Sheet1;cell:F16
2025-10-02T19:03:07.187069,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,stonesara@yahoo.com,mask,sheet:Sheet1;cell:G16
2025-10-02T19:03:07.191180,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-94058-AL,mask,sheet:Sheet1;cell:I16
2025-10-02T19:03:07.195170,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jason Dominguez,mask,sheet:Sheet1;cell:A17
2025-10-02T19:03:07.201177,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,David Luna,mask,sheet:Sheet1;cell:D17
2025-10-02T19:03:07.205170,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Darrell Watkins,mask,sheet:Sheet1;cell:F17
2025-10-02T19:03:07.207167,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,irodriguez@gmail.com,mask,sheet:Sheet1;cell:G17
2025-10-02T19:03:07.212168,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,HT-97695-AL,mask,sheet:Sheet1;cell:I17
2025-10-02T19:03:07.216174,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Nicholas Morris,mask,sheet:Sheet1;cell:A18
