timestamp,input_file,output_file,detector,detection_type,original_snippet,action,notes
2025-09-29T17:52:36.272972,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,smithvirginia@gmail.com,mask,sheet:Sheet1;cell:G2
2025-09-29T17:52:36.289379,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,HT-90386-AL,mask,sheet:Sheet1;cell:I2
2025-09-29T17:52:36.299378,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Margaret Salazar,mask,sheet:Sheet1;cell:A3
2025-09-29T17:52:36.314378,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Steven Gilbert,mask,sheet:Sheet1;cell:D3
2025-09-29T17:52:36.318378,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,SG,mask,sheet:Sheet1;cell:E3
2025-09-29T17:52:36.323725,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jessica Sanders,mask,sheet:Sheet1;cell:F3
2025-09-29T17:52:36.327718,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,nathanielhill@yahoo.com,mask,sheet:Sheet1;cell:G3
2025-09-29T17:52:36.337720,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-91521-AL,mask,sheet:Sheet1;cell:I3
2025-09-29T17:52:36.348918,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Tammy Hardy,mask,sheet:Sheet1;cell:A4
2025-09-29T17:52:36.364083,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Alicia Coleman,mask,sheet:Sheet1;cell:D4
2025-09-29T17:52:36.370079,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,AC,mask,sheet:Sheet1;cell:E4
2025-09-29T17:52:36.375077,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Micheal Shaw Jr.,mask,sheet:Sheet1;cell:F4
2025-09-29T17:52:36.380078,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,jonathanalvarez@hotmail.com,mask,sheet:Sheet1;cell:G4
2025-09-29T17:52:36.400082,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Nicole Wade,mask,sheet:Sheet1;cell:A5
2025-09-29T17:52:36.416589,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Dorothy Morgan,mask,sheet:Sheet1;cell:D5
2025-09-29T17:52:36.420658,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,DM,mask,sheet:Sheet1;cell:E5
2025-09-29T17:52:36.431129,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,hector31@black.com,mask,sheet:Sheet1;cell:G5
2025-09-29T17:52:36.451132,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Dawn Wong,mask,sheet:Sheet1;cell:A6
2025-09-29T17:52:36.467131,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jasmine Bates,mask,sheet:Sheet1;cell:D6
2025-09-29T17:52:36.477128,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jennifer Nelson,mask,sheet:Sheet1;cell:F6
2025-09-29T17:52:36.481606,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,gonzalesdavid@hall.biz,mask,sheet:Sheet1;cell:G6
2025-09-29T17:52:36.501606,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Hannah Rodriguez,mask,sheet:Sheet1;cell:A7
2025-09-29T17:52:36.506606,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP55065,mask,sheet:Sheet1;cell:B7
2025-09-29T17:52:36.521605,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Ryan Vazquez,mask,sheet:Sheet1;cell:D7
2025-09-29T17:52:36.529603,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,RV,mask,sheet:Sheet1;cell:E7
2025-09-29T17:52:36.534608,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Michael Contreras,mask,sheet:Sheet1;cell:F7
2025-09-29T17:52:36.538606,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,zgilbert@smith-mccoy.biz,mask,sheet:Sheet1;cell:G7
2025-09-29T17:52:36.562023,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Laurie Clayton,mask,sheet:Sheet1;cell:A8
2025-09-29T17:52:36.566023,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP36328,mask,sheet:Sheet1;cell:B8
2025-09-29T17:52:36.576022,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,Amanda Kelly,mask,sheet:Sheet1;cell:D8
2025-09-29T17:52:36.580022,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,AK,mask,sheet:Sheet1;cell:E8
2025-09-29T17:52:36.585022,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Courtney Lee,mask,sheet:Sheet1;cell:F8
2025-09-29T17:52:36.590022,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,gharris@yates.com,mask,sheet:Sheet1;cell:G8
2025-09-29T17:52:36.609022,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Mark Melendez,mask,sheet:Sheet1;cell:A9
2025-09-29T17:52:36.614021,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,EMP71600,mask,sheet:Sheet1;cell:B9
2025-09-29T17:52:36.624023,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Timothy Moreno,mask,sheet:Sheet1;cell:D9
2025-09-29T17:52:36.628023,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,TM,mask,sheet:Sheet1;cell:E9
2025-09-29T17:52:36.633019,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Brandi Gonzalez,mask,sheet:Sheet1;cell:F9
2025-09-29T17:52:36.637018,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,markbaker@jones.com,mask,sheet:Sheet1;cell:G9
2025-09-29T17:52:36.659017,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Connie Rogers,mask,sheet:Sheet1;cell:A10
2025-09-29T17:52:36.679402,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Rebecca Coleman,mask,sheet:Sheet1;cell:D10
2025-09-29T17:52:36.688406,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Guy Yu,mask,sheet:Sheet1;cell:F10
2025-09-29T17:52:36.693404,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,linda01@hotmail.com,mask,sheet:Sheet1;cell:G10
2025-09-29T17:52:36.704412,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,GPE,HT-93290-AL,mask,sheet:Sheet1;cell:I10
2025-09-29T17:52:36.714406,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Robert Russo,mask,sheet:Sheet1;cell:A11
2025-09-29T17:52:36.728563,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Daisy Barrera,mask,sheet:Sheet1;cell:D11
2025-09-29T17:52:36.737563,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Amy Campbell,mask,sheet:Sheet1;cell:F11
2025-09-29T17:52:36.742610,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,mwilson@clarke.org,mask,sheet:Sheet1;cell:G11
2025-09-29T17:52:36.764611,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Taylor Miller,mask,sheet:Sheet1;cell:A12
2025-09-29T17:52:36.779608,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Tina Thomas,mask,sheet:Sheet1;cell:D12
2025-09-29T17:52:36.783610,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,MTT,mask,sheet:Sheet1;cell:E12
2025-09-29T17:52:36.788608,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Christopher Jones,mask,sheet:Sheet1;cell:F12
2025-09-29T17:52:36.793611,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,amber36@hotmail.com,mask,sheet:Sheet1;cell:G12
2025-09-29T17:52:36.812608,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,David Schwartz,mask,sheet:Sheet1;cell:A13
2025-09-29T17:52:36.826606,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Alfred Donaldson,mask,sheet:Sheet1;cell:D13
2025-09-29T17:52:36.835607,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,Brianna Evans,mask,sheet:Sheet1;cell:F13
2025-09-29T17:52:36.839606,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,rachel68@bell.com,mask,sheet:Sheet1;cell:G13
2025-09-29T17:52:36.860606,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,George Lucero,mask,sheet:Sheet1;cell:A14
2025-09-29T17:52:36.865608,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP33145,mask,sheet:Sheet1;cell:B14
2025-09-29T17:52:36.883613,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Allison Washington,mask,sheet:Sheet1;cell:D14
2025-09-29T17:52:36.892608,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Holly Coleman,mask,sheet:Sheet1;cell:F14
2025-09-29T17:52:36.897609,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,tonya73@steele.com,mask,sheet:Sheet1;cell:G14
2025-09-29T17:52:36.917605,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Roy Blake,mask,sheet:Sheet1;cell:A15
2025-09-29T17:52:36.921605,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,EMP94400,mask,sheet:Sheet1;cell:B15
2025-09-29T17:52:36.931608,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Brooke Larson,mask,sheet:Sheet1;cell:D15
2025-09-29T17:52:36.935610,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,BL,mask,sheet:Sheet1;cell:E15
2025-09-29T17:52:36.940608,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,James Russell,mask,sheet:Sheet1;cell:F15
2025-09-29T17:52:36.946051,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,robertwade@walton-poole.com,mask,sheet:Sheet1;cell:G15
2025-09-29T17:52:36.946051,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,robertwade@walton-poole.com,mask,sheet:Sheet1;cell:G15
2025-09-29T17:52:36.956070,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-99247-AL,mask,sheet:Sheet1;cell:I15
2025-09-29T17:52:36.967070,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Trevor Gonzalez,mask,sheet:Sheet1;cell:A16
2025-09-29T17:52:36.972071,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP89626,mask,sheet:Sheet1;cell:B16
2025-09-29T17:52:36.983070,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Allison Harris,mask,sheet:Sheet1;cell:D16
2025-09-29T17:52:36.992073,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Taylor Vasquez,mask,sheet:Sheet1;cell:F16
2025-09-29T17:52:36.997070,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,stonesara@yahoo.com,mask,sheet:Sheet1;cell:G16
2025-09-29T17:52:37.010067,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-94058-AL,mask,sheet:Sheet1;cell:I16
2025-09-29T17:52:37.026069,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jason Dominguez,mask,sheet:Sheet1;cell:A17
2025-09-29T17:52:37.041066,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,David Luna,mask,sheet:Sheet1;cell:D17
2025-09-29T17:52:37.050065,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Darrell Watkins,mask,sheet:Sheet1;cell:F17
2025-09-29T17:52:37.054065,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,irodriguez@gmail.com,mask,sheet:Sheet1;cell:G17
2025-09-29T17:52:37.064068,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,HT-97695-AL,mask,sheet:Sheet1;cell:I17
2025-09-29T17:52:37.075065,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Nicholas Morris,mask,sheet:Sheet1;cell:A18
